Timestamp,Email address,First Name,Last Name,Mobile Number,Nationality,LinkedIn Profile,Please upload your current CV or Resume,"In addition to your data skills, do you have any particular domain expertise?",I'm interested in becoming a,Diagnostic Exam Score: [Programming with Python],Diagnostic Exam Score: [Data Processing with Numpy/Pandas],"Diagnostic Exam Score: [Data Visualization in Python (Matplotlib, Seaborn, Bokeh)]","Diagnostic Exam Score: [Web Scraping (beautiful-soup, scrapy)]","Diagnostic Exam Score: [Web Development (Java, Scala)]","Diagnostic Exam Score: [Database Structures (SQL,BigQuery, Mapreduce, Apachebeam, Hadoop, Spark, Kafka, etc.)]","Diagnostic Exam Score: [Data engineering processes (ETL, Cloud)]","Diagnostic Exam Score: [Core machine learning math and stats (ANOVA, linear algebra, gradient descent, time series analysis)]",Diagnostic Exam Score: [Graph and Network Theory],"Diagnostic Exam Score: [Machine Learning Process (Feature Engineering, Cross-validation, Train-Test Split)]",Diagnostic Exam Score: [Supervised Machine Learning],Diagnostic Exam Score: [Unsupervised Machine Learning],Diagnostic Exam Score: [Deep learning (artificial neural networks)],Diagnostic Exam Score: [Geospatial data analysis],Diagnostic Exam Score: [Agile/Scrum],"Diagnostic Exam Score: [Intermediate Excel (INDEX/MATCH, text formulas, pivot tables)]","Diagnostic Exam Score: [Advanced Excel (Macros, VBA)]",Diagnostic Exam Score: [PowerBI],Diagnostic Exam Score: [SQL],Diagnostic Exam Score: [Analytical frameworks],"Diagnostic Exam Score: [Descriptive statistics (Mean/Median/Mode, SD, SE, r, etc.)]",Diagnostic Exam Score: [Making and designing beautiful visuals and slides],Diagnostic Exam Score: [Storytelling and presentation],Diagnostic Exam Score: [Financial analysis],Diagnostic Exam Score: [Project management],Diagnostic Exam Score: [Programming with Python],Diagnostic Exam Score: [Data Processing with Numpy/Pandas],"Diagnostic Exam Score: [Data Visualization in Python (Matplotlib, Seaborn, Bokeh)]","Diagnostic Exam Score: [Web Scraping (beautiful-soup, scrapy)]","Diagnostic Exam Score: [Web Development (Java, Scala)]","Diagnostic Exam Score: [Database Structures (SQLBigQuery, Mapreduce, Apachebeam, Hadoop, Spark, Kafka, etc.)]","Diagnostic Exam Score: [Data engineering processes (ETL, Cloud)]","Diagnostic Exam Score: [Core machine learning math and stats (ANOVA, linear algebra, gradient descent, time series analysis)]",Diagnostic Exam Score: [Graph and Network Theory],"Diagnostic Exam Score: [Machine Learning Process (Feature Engineering, Cross-validation, Train-Test Split)]",Diagnostic Exam Score: [Supervised Machine Learning],Diagnostic Exam Score: [Unsupervised Machine Learning],Diagnostic Exam Score: [Deep learning (artificial neural networks)],Diagnostic Exam Score: [Geospatial data analysis],Diagnostic Exam Score: [Agile/Scrum],"Diagnostic Exam Score: [Intermediate Excel (INDEX/MATCH, text formulas, pivot tables)]","Diagnostic Exam Score: [Advanced Excel (Macros, VBA)]",Diagnostic Exam Score: [PowerBI],Diagnostic Exam Score: [SQL],Diagnostic Exam Score: [Analytical frameworks],"Diagnostic Exam Score: [Descriptive statistics (Mean/Median/Mode, SD, SE, r, etc.)]",Diagnostic Exam Score: [Making and designing beautiful visuals and slides],Diagnostic Exam Score: [Storytelling and presentation],Diagnostic Exam Score: [Financial analysis],Diagnostic Exam Score: [Project management],What is your highest educational attainment? ,Please list your last degree and the institution in which you obtained it,What is your current job title?,Where are you currently working?,"Do you have other commitments which are similar to mentoring or being an instructor in the field of Data Literacy, Data Analytics, or Data Science?",Which industry does your current company belong to? ,How many years of relevant data related experience do you have? ,Why are you interested in applying to this role?,What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Monday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Tuesday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Wednesday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Thursday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Friday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Saturday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Sunday],How did you learn about this role?,Do you have any questions for us?,Did you have prior Eskwelabs Interactions?,What is your previous interaction with Eskwelabs?,Average Mentor CSAT,Average Instructor CSAT,Red Flags?,Pool Status
44662.88383,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,49.06716689,34.48256941,40.2201504,13.27764394,42.14169751,40.06549406,29.74934499,36.53849456,18.87824799,18.70769565,34.51677309,54.6666159,45.582878,61.70555426,61.71421939,57.11433099,71.20683881,88.44057218,47.86551232,27.20979129,67.33855351,10.85540959,57.68288648,19.1947063,44.97998308,60.18422568,66.65818555,23.68499102,44.53588934,37.97975433,41.92920464,58.91718724,50.39853763,46.63961196,45.69624691,45.44171092,78.978594,62.59278634,33.95032113,37.96478055,69.60342998,37.25414783,49.72813252,-3.180570316,69.77011022,17.86187671,28.89708596,52.28507151,23.39686652,114.8487099,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.02,,No,Active
44784.49714,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,62.37910598,22.85940406,48.33004071,44.56323233,33.85664405,33.44145598,60.13244885,5.679408344,62.56527412,68.42244701,12.76626328,52.58241128,56.0650635,41.73812506,62.75171893,63.50398548,40.94745117,67.41531254,56.43828019,74.13076774,49.03324823,71.31605432,78.7966938,61.95578402,41.05260431,59.95367157,30.7583912,49.54296527,55.48822428,75.49667216,59.99002395,65.61134586,-0.072192274,70.63861779,51.04373099,78.55299095,39.46459561,69.58370288,17.99507176,69.98156217,63.98722457,38.52965146,44.72494049,50.26787675,53.97940579,41.05759811,61.75627513,63.6163714,37.82697833,44.5948433,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,"â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)",â˜€ï¸ Morning Shift (7am to 12nn),"â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)",ðŸŒ‘ Evening Shift (6pm to 9pm),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.68,,No,Active
44784.72162,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,26.48724194,58.0999278,66.84619804,29.12686579,42.63951772,72.38837429,35.60422201,50.21791036,47.30947863,72.43370792,32.42577216,38.56233114,46.92173126,80.09852841,64.11662551,24.22929737,48.23458664,36.69761711,31.48732735,91.65833552,21.49307901,30.44519888,39.87293064,21.92708725,59.7357491,63.02113351,34.74229134,89.73628126,49.12013192,22.23272663,61.11197265,83.88517826,61.31582355,63.12759235,63.45670807,30.00981521,47.01277619,28.70892714,42.53630526,42.36379075,39.07745085,61.00456813,46.04863095,28.13409774,15.45879625,66.25271288,84.10808426,46.40266072,73.8039068,30.36828831,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,"â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), Not available for the whole day",Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.22,,No,Active
44815.43122,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,37.74950594,46.5900531,39.60549108,81.33662318,73.10449692,19.66566338,86.22873624,85.49791507,55.24401889,15.67697321,9.368788768,58.55278826,58.7639591,67.08271951,92.57549904,26.18281644,63.43233033,37.46810087,68.84787333,58.77988514,62.68734427,33.0707043,59.8801777,28.72024147,50.2135967,41.59349764,52.77684445,25.57158013,52.62019707,40.0288923,5.432582536,47.88582189,10.32473272,76.23776039,64.12700119,30.24324825,35.63230234,63.7533715,16.80430648,32.02191196,51.47690204,50.78026587,26.46108816,35.72767337,45.4773498,70.4961406,47.86659468,29.50949463,57.36278828,56.84019289,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.66,,No,Active
44906.48758,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,38.92116821,52.33258053,45.0024203,32.80071043,45.41553673,48.30749326,26.7358504,34.68903006,32.26922158,43.71823805,45.28301003,-7.110316076,53.17781196,28.17262003,55.13098127,-1.465022302,62.04029215,70.93581895,54.65034801,63.29096991,67.90610916,32.24188786,-5.5673189,44.27275527,65.42193808,88.36789176,83.35574789,80.02825836,70.22811259,47.97495244,56.21960096,67.80938004,44.11283902,47.14446123,53.95399668,61.61615856,53.78241832,46.58747121,27.4378688,28.23558742,30.08696666,33.93389653,92.50537491,51.60559728,66.97859004,45.17351657,34.39532986,43.76971883,62.53785314,51.33296316,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,â˜€ï¸ Morning Shift (7am to 12nn),ðŸŒ‘ Evening Shift (6pm to 9pm),â˜€ï¸ Morning Shift (7am to 12nn),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.98,,Yes,Active
14/11/2022 19:31:41,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,52.93593256,30.94555842,49.73989134,32.35424981,57.26408041,54.80819038,33.91271095,40.50080807,20.21619205,50.00535508,65.69358117,43.16799904,57.20686706,59.2054736,29.91826331,44.23246842,58.5982614,82.92072181,53.24867039,49.93066693,46.60620993,68.16978151,64.77208194,60.96611171,95.77296051,50.17671108,42.65288899,42.20470365,79.09496034,50.74018801,62.24653224,52.60553379,29.97066784,47.96515041,64.15331764,38.69014395,26.21861014,50.51550751,68.83570631,70.82857473,38.3228202,81.14292257,24.49020341,60.62994526,42.37840169,53.34312996,73.52038545,23.59600019,60.71346048,57.39116804,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.43,,No,Active
15/11/2022 12:11:36,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,18.7199735,65.68170469,47.19963473,71.61822154,13.75091836,22.15373293,33.57801604,44.01481191,51.97489761,90.88082223,39.8325497,72.52793322,52.28983797,66.96342823,30.17884211,69.49521676,42.16008454,75.45902126,74.74296788,33.40025406,43.28798523,45.67925637,77.72471986,58.35398164,20.86495583,71.91937718,57.17104654,28.10003912,39.68704612,48.94236422,44.17623829,53.74234496,52.12299384,48.21420677,23.14566426,48.09874602,68.36995456,26.46548026,63.21636035,48.95058281,98.18917563,31.99443531,18.87002641,46.56510254,33.69543901,45.97614266,39.87813507,34.86215644,26.90448359,34.60350842,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),Not available for the whole day,Not available for the whole day,Not available for the whole day,Not available for the whole day,Not available for the whole day,ðŸŒ‘ Evening Shift (6pm to 9pm),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.32,9.76,No,Active
15/11/2022 12:34:30,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,41.03760467,58.77427316,65.63229548,69.54464142,47.99223898,34.26126572,47.53144348,33.53806558,52.53182471,1.224627121,70.29344122,-2.849467879,30.57153978,50.82430811,51.72716889,42.481027,53.47892224,36.47288307,24.33851602,87.58237864,55.78936424,23.54471069,32.09587727,43.37904346,39.57524145,33.19779684,56.69244574,34.92459078,28.66280192,65.80470818,68.44742323,52.42423661,77.92811748,51.12327156,82.01241172,33.89381436,61.46477068,51.70865523,50.51463515,35.44138968,36.44805769,84.79579457,39.86075218,57.36749487,32.11144166,31.29481859,26.33819658,44.27836056,69.38251248,83.00427682,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,"â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)",Not available for the whole day,Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.98,,Yes,Active
16/11/2022 16:46:04,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,81.32395351,41.66779176,49.53250113,37.57506054,41.04570041,69.14896417,32.16150443,83.14995612,62.47831194,49.91446108,64.91749019,39.75072284,72.75329658,78.6545165,53.45056304,51.91863465,16.03808125,70.45104666,70.60402783,78.35279531,28.4284492,12.89722323,38.22425842,37.01604398,26.23643039,39.78539142,60.34294857,54.03351255,24.52053818,85.571489,63.80838501,36.24136966,33.61207771,30.32912639,58.02304256,32.85911116,67.53979065,16.15249396,54.72613502,53.41788153,72.56266472,50.96329783,50.56225385,50.53988206,67.11509566,82.38832462,24.13095428,72.41136187,47.08935241,35.4743106,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),Not available for the whole day,Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.09,5.37,No,Active
16/11/2022 20:51:41,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,59.15572817,67.51209456,32.22429966,31.38208902,36.78054774,43.80425838,66.13631607,55.82933353,67.2381074,30.68908955,36.08470979,38.17240707,46.63616094,61.79489748,71.38538681,23.15758706,39.83988715,38.63432148,27.80643025,35.00197224,57.24991129,40.31498116,29.0073501,38.02986991,50.44631982,53.62521463,98.09974197,89.76057146,47.58437011,73.07285325,48.0356345,30.24893875,39.69600465,59.19342578,40.32177401,52.93453506,63.90748332,36.05369314,81.43388921,37.27995802,96.33103808,23.35562181,63.65196745,37.22659362,64.99108811,25.67788279,42.05675505,63.88921614,56.72618366,59.8111497,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,"â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)",ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),"â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)",redacted,redacted,Yes,redacted,9.55,5.09,No,Active
17/11/2022 21:09:33,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,30.07911706,49.9210204,62.32587983,84.73912728,43.44256179,25.53439009,66.61283734,85.36009938,30.07972374,64.16143973,43.25056261,74.22979947,79.46400561,66.10528358,78.75257552,16.21307153,45.55405442,10.26325696,96.33942639,60.56627139,71.54017105,80.46274197,49.58429552,58.32521324,80.32422524,55.43486841,48.57845692,29.48007256,58.18334625,59.89042109,21.36832622,74.4099273,36.84489734,42.83341683,69.95200796,38.3115986,59.79263451,80.58051392,36.36337319,52.07323242,76.09349116,45.16208428,55.30239996,66.74492523,35.02093696,49.85172776,29.61787688,99.779775,52.92854827,93.14753278,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Not available for the whole day,ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),Not available for the whole day,ðŸŒ‘ Evening Shift (6pm to 9pm),â˜€ï¸ Morning Shift (7am to 12nn),Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.5,9.72,No,Inactive
18/11/2022 10:16:29,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,49.05130149,41.19795588,32.4252656,69.81036907,41.1241806,52.96290476,39.52954496,29.72624192,46.63420934,54.41132072,59.44628428,64.02263326,62.89549609,86.93268539,21.70292254,86.73395826,52.63423278,66.3759044,50.64456277,69.1200039,70.2778059,66.63292287,73.222122,57.49512692,57.64795411,26.53310418,61.20645141,109.7149469,40.97453219,49.82940745,97.95529757,25.66123824,53.25099127,29.85330789,54.44449114,39.03633547,42.36314454,31.30760566,53.35957935,25.20949003,67.15066208,35.82566522,66.6179731,54.0813576,64.30870472,62.17629338,43.48827092,22.4918359,41.9754796,18.01178046,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),"â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,3.79,,No,Active
18/11/2022 21:13:58,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,3.431633618,45.38521081,50.80756821,67.01047394,14.64907783,55.57610226,54.82504575,67.77493025,93.54489257,31.44397466,64.2197676,59.80483386,66.31620815,33.03293874,23.21718103,47.46519045,74.60327342,39.73598042,50.90740794,50.46178421,23.34771425,49.42521513,58.04506759,50.27846065,57.17047336,86.81405955,39.31565029,91.99117292,38.99965631,44.72872693,70.71386536,43.26164059,43.27306655,51.64144282,75.00214804,38.63906458,70.2839855,24.10355634,78.94681965,45.45800147,61.28715457,14.28021305,79.68308887,33.45950677,17.5831049,51.95537984,48.99091845,30.81677533,80.60185769,56.65967962,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,2.08,,No,Active
21/11/2022 11:30:23,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,21.1409448,74.92675359,28.77776764,19.85606625,28.65825042,49.20207828,49.77012306,54.14561112,68.52536109,74.3947975,45.2182787,23.63820539,68.02731538,52.56334902,47.09852861,53.69187071,58.91726654,32.97714033,66.5224014,46.75460075,37.28413032,35.44175982,55.64283789,76.36009583,59.77643987,57.52013939,18.39059957,59.09520088,69.60739201,66.05762093,50.50589152,44.80174989,43.50417556,81.17031272,51.00915907,4.472087318,77.89569053,44.20694725,49.18116584,45.75907381,74.29334806,76.07800327,47.02327932,66.7211637,104.8174358,28.41921905,56.20267493,4.607903795,27.62383238,49.28920673,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Not available for the whole day,ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),Not available for the whole day,ðŸŒ‘ Evening Shift (6pm to 9pm),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.59,,No,Inactive
22/11/2022 08:55:24,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,2.423047847,42.7114625,46.00002747,38.88082324,44.95466793,53.82344895,46.27454687,51.77457826,85.53399212,68.29567529,44.27713665,64.14056782,27.07054313,28.82319025,60.94609874,73.69321708,80.18223541,83.83469167,71.96026768,71.2282709,27.41200777,71.71800689,27.59152372,48.52448568,57.2946603,69.45196061,74.48058364,74.73367724,62.46973737,74.19451863,89.68713503,37.97816465,50.65923994,43.02690662,39.00592284,63.6144321,36.90857327,70.8442321,64.65900088,55.73525719,11.93537668,23.16106702,46.06275378,51.60794071,44.74692283,108.1747305,34.88065136,59.85461332,39.68804234,39.34218672,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,â˜€ï¸ Morning Shift (7am to 12nn),"â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ‘ Evening Shift (6pm to 9pm)",â˜€ï¸ Morning Shift (7am to 12nn),â˜€ï¸ Morning Shift (7am to 12nn),â˜€ï¸ Morning Shift (7am to 12nn),"ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)",Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.64,,No,Active
24/11/2022 13:43:50,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,77.54404846,57.62848137,74.53989095,46.72193657,37.5492278,51.28485217,44.70729912,36.94971641,-2.908182974,71.93079295,55.8138556,25.12348147,65.82865183,41.1421576,65.49500358,54.8493019,37.3606401,69.21602943,29.17290994,57.78614507,56.71657701,80.53150453,64.59729647,81.39103802,29.55497249,52.93130709,82.40333687,37.68644755,53.87156205,35.21460923,35.90420813,16.45967558,86.32758059,33.82583061,47.46664936,54.69667284,45.93912184,24.32734882,9.980664735,21.86653654,40.99143255,45.74104619,52.18790882,20.30237827,16.83143236,22.84153544,48.23642367,81.08788696,30.98408838,29.65827509,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.32,,No,Active
28/11/2022 10:03:18,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,61.8096966,75.11119162,18.31170636,58.87668737,8.615709302,38.99176152,32.14808226,61.36654817,77.33469939,55.24115626,80.06165617,66.95987855,29.52753582,50.42994577,48.62905797,64.81260128,40.73203812,-7.905099873,47.46964317,58.22461205,39.56282018,57.06505305,38.21503206,65.60475575,28.46153715,77.019678,54.48990042,42.514336,48.72859809,38.60479664,27.39765298,64.24611007,33.57413544,52.8013651,60.2097924,34.83047905,77.07766244,31.80663269,47.20086,51.64734459,50.23085032,65.16686238,46.56822869,40.68009355,80.13676969,75.95336722,69.14373036,45.45167062,38.02120716,58.76855943,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),Not available for the whole day,â˜€ï¸ Morning Shift (7am to 12nn),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.32,,No,Inactive
28/11/2022 21:02:12,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,34.49029212,41.92876024,61.69087324,54.44624286,68.85613653,94.25323076,51.59890225,61.73359458,70.71212947,45.70209576,59.5311034,65.94740858,56.19932966,34.4817316,57.72335047,66.29363435,60.36529146,58.40446588,56.5418657,24.52046851,69.18215042,53.70258079,13.70951905,3.348503896,39.8612689,19.8591349,72.31581988,64.93604346,48.31771637,67.8986714,30.53355188,50.27475005,39.90852905,84.27551048,20.47846071,32.7045038,60.99362417,57.08391099,60.1832555,63.75171913,37.38642772,79.89151225,94.73745757,13.91255718,44.29726114,64.32048473,36.22705438,25.04790197,37.04741804,55.02072246,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),Not available for the whole day,Not available for the whole day,Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.38,,No,Active
